"variable","FIPS","areaname","state","value"
"B23006_001E",34220,"Moultrie, GA Micro Area; Georgia","13","22358"
"B23006_001E",40660,"Rome, GA Metro Area; Georgia","13","49161"
"B23006_001E",41220,"St. Marys, GA Micro Area; Georgia","13","25478"
"B23006_001E",42340,"Savannah, GA Metro Area; Georgia","13","179656"
"B23006_001E",44340,"Statesboro, GA Micro Area; Georgia","13","29114"
"B23006_001E",44900,"Summerville, GA Micro Area; Georgia","13","14247"
"B23006_001E",45580,"Thomaston, GA Micro Area; Georgia","13","14040"
"B23006_001E",45620,"Thomasville, GA Micro Area; Georgia","13","23010"
"B23006_001E",45700,"Tifton, GA Micro Area; Georgia","13","19748"
"B23006_001E",45740,"Toccoa, GA Micro Area; Georgia","13","13084"
"B23006_001E",46660,"Valdosta, GA Metro Area; Georgia","13","66522"
"B23006_001E",47080,"Vidalia, GA Micro Area; Georgia","13","18342"
"B23006_001E",47580,"Warner Robins, GA Metro Area; Georgia","13","73213"
"B23006_001E",48180,"Waycross, GA Micro Area; Georgia","13","28203"
"B23006_002E",10500,"Albany, GA Metro Area; Georgia","13","14082"
"B23006_002E",11140,"Americus, GA Micro Area; Georgia","13","4013"
"B23006_002E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","13281"
"B23006_002E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","320281"
"B23006_002E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","25747"
"B23006_002E",12460,"Bainbridge, GA Micro Area; Georgia","13","3010"
"B23006_002E",15260,"Brunswick, GA Metro Area; Georgia","13","8332"
"B23006_002E",15660,"Calhoun, GA Micro Area; Georgia","13","6671"
"B23006_002E",16340,"Cedartown, GA Micro Area; Georgia","13","4886"
"B23006_002E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","13420"
"B23006_002E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","14408"
"B23006_002E",18380,"Cordele, GA Micro Area; Georgia","13","2431"
"B23006_002E",18460,"Cornelia, GA Micro Area; Georgia","13","4754"
"B23006_002E",19140,"Dalton, GA Metro Area; Georgia","13","21980"
"B23006_002E",20060,"Douglas, GA Micro Area; Georgia","13","6732"
"B23006_002E",20140,"Dublin, GA Micro Area; Georgia","13","5862"
"B23006_002E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","279"
"B23006_002E",22340,"Fitzgerald, GA Micro Area; Georgia","13","3101"
"B23006_002E",22980,"Fort Valley, GA Micro Area; Georgia","13","2257"
"B23006_002E",23580,"Gainesville, GA Metro Area; Georgia","13","19404"
"B23006_002E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","3871"
"B23006_002E",27700,"Jesup, GA Micro Area; Georgia","13","2745"
"B23006_002E",29300,"LaGrange, GA Micro Area; Georgia","13","5871"
"B23006_002E",31420,"Macon, GA Metro Area; Georgia","13","19187"
"B23006_002E",33300,"Milledgeville, GA Micro Area; Georgia","13","4740"
"B23006_002E",34220,"Moultrie, GA Micro Area; Georgia","13","5529"
"B23006_002E",40660,"Rome, GA Metro Area; Georgia","13","10171"
"B23006_002E",41220,"St. Marys, GA Micro Area; Georgia","13","2202"
"B23006_002E",42340,"Savannah, GA Metro Area; Georgia","13","18394"
"B23006_002E",44340,"Statesboro, GA Micro Area; Georgia","13","3487"
"B23006_002E",44900,"Summerville, GA Micro Area; Georgia","13","3893"
"B23006_002E",45580,"Thomaston, GA Micro Area; Georgia","13","2953"
"B23006_002E",45620,"Thomasville, GA Micro Area; Georgia","13","3343"
"B23006_002E",45700,"Tifton, GA Micro Area; Georgia","13","4005"
"B23006_002E",45740,"Toccoa, GA Micro Area; Georgia","13","2246"
"B23006_002E",46660,"Valdosta, GA Metro Area; Georgia","13","10851"
"B23006_002E",47080,"Vidalia, GA Micro Area; Georgia","13","2775"
"B23006_002E",47580,"Warner Robins, GA Metro Area; Georgia","13","7799"
"B23006_002E",48180,"Waycross, GA Micro Area; Georgia","13","4894"
"B23006_003E",10500,"Albany, GA Metro Area; Georgia","13","7261"
"B23006_003E",11140,"Americus, GA Micro Area; Georgia","13","2110"
"B23006_003E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","7075"
"B23006_003E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","211099"
"B23006_003E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","12632"
"B23006_003E",12460,"Bainbridge, GA Micro Area; Georgia","13","1465"
"B23006_003E",15260,"Brunswick, GA Metro Area; Georgia","13","4876"
"B23006_003E",15660,"Calhoun, GA Micro Area; Georgia","13","4650"
"B23006_003E",16340,"Cedartown, GA Micro Area; Georgia","13","2729"
"B23006_003E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","7833"
"B23006_003E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","7750"
"B23006_003E",18380,"Cordele, GA Micro Area; Georgia","13","1102"
"B23006_003E",18460,"Cornelia, GA Micro Area; Georgia","13","2326"
"B23006_003E",19140,"Dalton, GA Metro Area; Georgia","13","14566"
"B23006_003E",20060,"Douglas, GA Micro Area; Georgia","13","3378"
"B23006_003E",20140,"Dublin, GA Micro Area; Georgia","13","2644"
"B23006_003E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","135"
"B23006_003E",22340,"Fitzgerald, GA Micro Area; Georgia","13","1529"
"B23006_003E",22980,"Fort Valley, GA Micro Area; Georgia","13","1429"
"B23006_003E",23580,"Gainesville, GA Metro Area; Georgia","13","13375"
"B23006_003E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","2454"
"B23006_003E",27700,"Jesup, GA Micro Area; Georgia","13","1323"
"B23006_003E",29300,"LaGrange, GA Micro Area; Georgia","13","3248"
"B23006_003E",31420,"Macon, GA Metro Area; Georgia","13","9153"
"B23006_003E",33300,"Milledgeville, GA Micro Area; Georgia","13","1403"
"B23006_003E",34220,"Moultrie, GA Micro Area; Georgia","13","3189"
"B23006_003E",40660,"Rome, GA Metro Area; Georgia","13","5793"
"B23006_003E",41220,"St. Marys, GA Micro Area; Georgia","13","1315"
"B23006_003E",42340,"Savannah, GA Metro Area; Georgia","13","11175"
"B23006_003E",44340,"Statesboro, GA Micro Area; Georgia","13","1909"
"B23006_003E",44900,"Summerville, GA Micro Area; Georgia","13","1919"
"B23006_003E",45580,"Thomaston, GA Micro Area; Georgia","13","1585"
"B23006_003E",45620,"Thomasville, GA Micro Area; Georgia","13","1537"
"B23006_003E",45700,"Tifton, GA Micro Area; Georgia","13","2215"
"B23006_003E",45740,"Toccoa, GA Micro Area; Georgia","13","1120"
"B23006_003E",46660,"Valdosta, GA Metro Area; Georgia","13","6028"
"B23006_003E",47080,"Vidalia, GA Micro Area; Georgia","13","1256"
"B23006_003E",47580,"Warner Robins, GA Metro Area; Georgia","13","4923"
"B23006_003E",48180,"Waycross, GA Micro Area; Georgia","13","2085"
"B23006_004E",10500,"Albany, GA Metro Area; Georgia","13","0"
"B23006_004E",11140,"Americus, GA Micro Area; Georgia","13","0"
"B23006_004E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","0"
"B23006_004E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","33"
"B23006_004E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","15"
"B23006_004E",12460,"Bainbridge, GA Micro Area; Georgia","13","0"
"B23006_004E",15260,"Brunswick, GA Metro Area; Georgia","13","0"
"B23006_004E",15660,"Calhoun, GA Micro Area; Georgia","13","0"
"B23006_004E",16340,"Cedartown, GA Micro Area; Georgia","13","0"
"B23006_004E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","0"
"B23006_004E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","96"
"B23006_004E",18380,"Cordele, GA Micro Area; Georgia","13","0"
"B23006_004E",18460,"Cornelia, GA Micro Area; Georgia","13","0"
"B23006_004E",19140,"Dalton, GA Metro Area; Georgia","13","0"
"B23006_004E",20060,"Douglas, GA Micro Area; Georgia","13","0"
"B23006_004E",20140,"Dublin, GA Micro Area; Georgia","13","0"
"B23006_004E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","0"
"B23006_004E",22340,"Fitzgerald, GA Micro Area; Georgia","13","0"
"B23006_004E",22980,"Fort Valley, GA Micro Area; Georgia","13","0"
"B23006_004E",23580,"Gainesville, GA Metro Area; Georgia","13","0"
"B23006_004E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","26"
"B23006_004E",27700,"Jesup, GA Micro Area; Georgia","13","0"
"B23006_004E",29300,"LaGrange, GA Micro Area; Georgia","13","0"
"B23006_004E",31420,"Macon, GA Metro Area; Georgia","13","0"
"B23006_004E",33300,"Milledgeville, GA Micro Area; Georgia","13","0"
"B23006_004E",34220,"Moultrie, GA Micro Area; Georgia","13","0"
"B23006_004E",40660,"Rome, GA Metro Area; Georgia","13","0"
"B23006_004E",41220,"St. Marys, GA Micro Area; Georgia","13","7"
"B23006_004E",42340,"Savannah, GA Metro Area; Georgia","13","0"
"B23006_004E",44340,"Statesboro, GA Micro Area; Georgia","13","0"
"B23006_004E",44900,"Summerville, GA Micro Area; Georgia","13","0"
"B23006_004E",45580,"Thomaston, GA Micro Area; Georgia","13","0"
"B23006_004E",45620,"Thomasville, GA Micro Area; Georgia","13","0"
"B23006_004E",45700,"Tifton, GA Micro Area; Georgia","13","0"
"B23006_004E",45740,"Toccoa, GA Micro Area; Georgia","13","0"
"B23006_004E",46660,"Valdosta, GA Metro Area; Georgia","13","0"
"B23006_004E",47080,"Vidalia, GA Micro Area; Georgia","13","0"
"B23006_004E",47580,"Warner Robins, GA Metro Area; Georgia","13","6"
"B23006_004E",48180,"Waycross, GA Micro Area; Georgia","13","0"
"B23006_005E",10500,"Albany, GA Metro Area; Georgia","13","7261"
"B23006_005E",11140,"Americus, GA Micro Area; Georgia","13","2110"
"B23006_005E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","7075"
"B23006_005E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","211066"
"B23006_005E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","12617"
"B23006_005E",12460,"Bainbridge, GA Micro Area; Georgia","13","1465"
"B23006_005E",15260,"Brunswick, GA Metro Area; Georgia","13","4876"
"B23006_005E",15660,"Calhoun, GA Micro Area; Georgia","13","4650"
"B23006_005E",16340,"Cedartown, GA Micro Area; Georgia","13","2729"
"B23006_005E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","7833"
"B23006_005E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","7654"
"B23006_005E",18380,"Cordele, GA Micro Area; Georgia","13","1102"
"B23006_005E",18460,"Cornelia, GA Micro Area; Georgia","13","2326"
"B23006_005E",19140,"Dalton, GA Metro Area; Georgia","13","14566"
"B23006_005E",20060,"Douglas, GA Micro Area; Georgia","13","3378"
"B23006_005E",20140,"Dublin, GA Micro Area; Georgia","13","2644"
"B23006_005E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","135"
"B23006_005E",22340,"Fitzgerald, GA Micro Area; Georgia","13","1529"
"B23006_005E",22980,"Fort Valley, GA Micro Area; Georgia","13","1429"
"B23006_005E",23580,"Gainesville, GA Metro Area; Georgia","13","13375"
"B23006_005E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","2428"
"B23006_005E",27700,"Jesup, GA Micro Area; Georgia","13","1323"
"B23006_005E",29300,"LaGrange, GA Micro Area; Georgia","13","3248"
"B23006_005E",31420,"Macon, GA Metro Area; Georgia","13","9153"
"B23006_005E",33300,"Milledgeville, GA Micro Area; Georgia","13","1403"
"B23006_005E",34220,"Moultrie, GA Micro Area; Georgia","13","3189"
"B23006_005E",40660,"Rome, GA Metro Area; Georgia","13","5793"
"B23006_005E",41220,"St. Marys, GA Micro Area; Georgia","13","1308"
"B23006_005E",42340,"Savannah, GA Metro Area; Georgia","13","11175"
"B23006_005E",44340,"Statesboro, GA Micro Area; Georgia","13","1909"
"B23006_005E",44900,"Summerville, GA Micro Area; Georgia","13","1919"
"B23006_005E",45580,"Thomaston, GA Micro Area; Georgia","13","1585"
"B23006_005E",45620,"Thomasville, GA Micro Area; Georgia","13","1537"
"B23006_005E",45700,"Tifton, GA Micro Area; Georgia","13","2215"
"B23006_005E",45740,"Toccoa, GA Micro Area; Georgia","13","1120"
"B23006_005E",46660,"Valdosta, GA Metro Area; Georgia","13","6028"
"B23006_005E",47080,"Vidalia, GA Micro Area; Georgia","13","1256"
"B23006_005E",47580,"Warner Robins, GA Metro Area; Georgia","13","4917"
"B23006_005E",48180,"Waycross, GA Micro Area; Georgia","13","2085"
"B23006_006E",10500,"Albany, GA Metro Area; Georgia","13","6014"
"B23006_006E",11140,"Americus, GA Micro Area; Georgia","13","1720"
"B23006_006E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","6218"
"B23006_006E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","178890"
"B23006_006E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","10929"
"B23006_006E",12460,"Bainbridge, GA Micro Area; Georgia","13","1290"
"B23006_006E",15260,"Brunswick, GA Metro Area; Georgia","13","4404"
"B23006_006E",15660,"Calhoun, GA Micro Area; Georgia","13","3969"
"B23006_006E",16340,"Cedartown, GA Micro Area; Georgia","13","2294"
"B23006_006E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","6093"
"B23006_006E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","6398"
"B23006_006E",18380,"Cordele, GA Micro Area; Georgia","13","868"
"B23006_006E",18460,"Cornelia, GA Micro Area; Georgia","13","2145"
"B23006_006E",19140,"Dalton, GA Metro Area; Georgia","13","12705"
"B23006_006E",20060,"Douglas, GA Micro Area; Georgia","13","3124"
"B23006_006E",20140,"Dublin, GA Micro Area; Georgia","13","2447"
"B23006_006E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","124"
"B23006_006E",22340,"Fitzgerald, GA Micro Area; Georgia","13","1392"
"B23006_006E",22980,"Fort Valley, GA Micro Area; Georgia","13","1162"
"B23006_006E",23580,"Gainesville, GA Metro Area; Georgia","13","12030"
"B23006_006E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","2154"
"B23006_006E",27700,"Jesup, GA Micro Area; Georgia","13","1133"
"B23006_006E",29300,"LaGrange, GA Micro Area; Georgia","13","2685"
"B23006_006E",31420,"Macon, GA Metro Area; Georgia","13","7314"
"B23006_006E",33300,"Milledgeville, GA Micro Area; Georgia","13","1196"
"B23006_006E",34220,"Moultrie, GA Micro Area; Georgia","13","2803"
"B23006_006E",40660,"Rome, GA Metro Area; Georgia","13","4645"
"B23006_006E",41220,"St. Marys, GA Micro Area; Georgia","13","1104"
"B23006_006E",42340,"Savannah, GA Metro Area; Georgia","13","9924"
"B23006_006E",44340,"Statesboro, GA Micro Area; Georgia","13","1743"
"B23006_006E",44900,"Summerville, GA Micro Area; Georgia","13","1644"
"B23006_006E",45580,"Thomaston, GA Micro Area; Georgia","13","1245"
"B23006_006E",45620,"Thomasville, GA Micro Area; Georgia","13","1058"
"B23006_006E",45700,"Tifton, GA Micro Area; Georgia","13","2007"
"B23006_006E",45740,"Toccoa, GA Micro Area; Georgia","13","940"
"B23006_006E",46660,"Valdosta, GA Metro Area; Georgia","13","5149"
"B23006_006E",47080,"Vidalia, GA Micro Area; Georgia","13","1177"
"B23006_006E",47580,"Warner Robins, GA Metro Area; Georgia","13","4342"
"B23006_006E",48180,"Waycross, GA Micro Area; Georgia","13","1881"
"B23006_007E",10500,"Albany, GA Metro Area; Georgia","13","1247"
"B23006_007E",11140,"Americus, GA Micro Area; Georgia","13","390"
"B23006_007E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","857"
"B23006_007E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","32176"
"B23006_007E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","1688"
"B23006_007E",12460,"Bainbridge, GA Micro Area; Georgia","13","175"
"B23006_007E",15260,"Brunswick, GA Metro Area; Georgia","13","472"
"B23006_007E",15660,"Calhoun, GA Micro Area; Georgia","13","681"
"B23006_007E",16340,"Cedartown, GA Micro Area; Georgia","13","435"
"B23006_007E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","1740"
"B23006_007E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","1256"
"B23006_007E",18380,"Cordele, GA Micro Area; Georgia","13","234"
"B23006_007E",18460,"Cornelia, GA Micro Area; Georgia","13","181"
"B23006_007E",19140,"Dalton, GA Metro Area; Georgia","13","1861"
"B23006_007E",20060,"Douglas, GA Micro Area; Georgia","13","254"
"B23006_007E",20140,"Dublin, GA Micro Area; Georgia","13","197"
"B23006_007E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","11"
"B23006_007E",22340,"Fitzgerald, GA Micro Area; Georgia","13","137"
"B23006_007E",22980,"Fort Valley, GA Micro Area; Georgia","13","267"
"B23006_007E",23580,"Gainesville, GA Metro Area; Georgia","13","1345"
"B23006_007E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","274"
"B23006_007E",27700,"Jesup, GA Micro Area; Georgia","13","190"
"B23006_007E",29300,"LaGrange, GA Micro Area; Georgia","13","563"
"B23006_007E",31420,"Macon, GA Metro Area; Georgia","13","1839"
"B23006_007E",33300,"Milledgeville, GA Micro Area; Georgia","13","207"
"B23006_007E",34220,"Moultrie, GA Micro Area; Georgia","13","386"
"B23006_007E",40660,"Rome, GA Metro Area; Georgia","13","1148"
"B23006_007E",41220,"St. Marys, GA Micro Area; Georgia","13","204"
"B23006_007E",42340,"Savannah, GA Metro Area; Georgia","13","1251"
"B23006_007E",44340,"Statesboro, GA Micro Area; Georgia","13","166"
"B23006_007E",44900,"Summerville, GA Micro Area; Georgia","13","275"
"B23006_007E",45580,"Thomaston, GA Micro Area; Georgia","13","340"
"B23006_007E",45620,"Thomasville, GA Micro Area; Georgia","13","479"
"B23006_007E",45700,"Tifton, GA Micro Area; Georgia","13","208"
"B23006_007E",45740,"Toccoa, GA Micro Area; Georgia","13","180"
"B23006_007E",46660,"Valdosta, GA Metro Area; Georgia","13","879"
"B23006_007E",47080,"Vidalia, GA Micro Area; Georgia","13","79"
"B23006_007E",47580,"Warner Robins, GA Metro Area; Georgia","13","575"
"B23006_007E",48180,"Waycross, GA Micro Area; Georgia","13","204"
"B23006_008E",10500,"Albany, GA Metro Area; Georgia","13","6821"
"B23006_008E",11140,"Americus, GA Micro Area; Georgia","13","1903"
"B23006_008E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","6206"
"B23006_008E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","109182"
"B23006_008E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","13115"
"B23006_008E",12460,"Bainbridge, GA Micro Area; Georgia","13","1545"
"B23006_008E",15260,"Brunswick, GA Metro Area; Georgia","13","3456"
"B23006_008E",15660,"Calhoun, GA Micro Area; Georgia","13","2021"
"B23006_008E",16340,"Cedartown, GA Micro Area; Georgia","13","2157"
"B23006_008E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","5587"
"B23006_008E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","6658"
"B23006_008E",18380,"Cordele, GA Micro Area; Georgia","13","1329"
"B23006_008E",18460,"Cornelia, GA Micro Area; Georgia","13","2428"
"B23006_008E",19140,"Dalton, GA Metro Area; Georgia","13","7414"
"B23006_008E",20060,"Douglas, GA Micro Area; Georgia","13","3354"
"B23006_008E",20140,"Dublin, GA Micro Area; Georgia","13","3218"
"B23006_008E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","144"
"B23006_008E",22340,"Fitzgerald, GA Micro Area; Georgia","13","1572"
"B23006_008E",22980,"Fort Valley, GA Micro Area; Georgia","13","828"
"B23006_008E",23580,"Gainesville, GA Metro Area; Georgia","13","6029"
"B23006_008E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","1417"
"B23006_008E",27700,"Jesup, GA Micro Area; Georgia","13","1422"
"B23006_008E",29300,"LaGrange, GA Micro Area; Georgia","13","2623"
"B23006_008E",31420,"Macon, GA Metro Area; Georgia","13","10034"
"B23006_008E",33300,"Milledgeville, GA Micro Area; Georgia","13","3337"
"B23006_008E",34220,"Moultrie, GA Micro Area; Georgia","13","2340"
"B23006_008E",40660,"Rome, GA Metro Area; Georgia","13","4378"
"B23006_008E",41220,"St. Marys, GA Micro Area; Georgia","13","887"
"B23006_008E",42340,"Savannah, GA Metro Area; Georgia","13","7219"
"B23006_008E",44340,"Statesboro, GA Micro Area; Georgia","13","1578"
"B23006_008E",44900,"Summerville, GA Micro Area; Georgia","13","1974"
"B23006_008E",45580,"Thomaston, GA Micro Area; Georgia","13","1368"
"B23006_008E",45620,"Thomasville, GA Micro Area; Georgia","13","1806"
"B23006_008E",45700,"Tifton, GA Micro Area; Georgia","13","1790"
"B23006_008E",45740,"Toccoa, GA Micro Area; Georgia","13","1126"
"B23006_008E",46660,"Valdosta, GA Metro Area; Georgia","13","4823"
"B23006_008E",47080,"Vidalia, GA Micro Area; Georgia","13","1519"
"B23006_008E",47580,"Warner Robins, GA Metro Area; Georgia","13","2876"
"B23006_008E",48180,"Waycross, GA Micro Area; Georgia","13","2809"
"B23006_009E",10500,"Albany, GA Metro Area; Georgia","13","25548"
"B23006_009E",11140,"Americus, GA Micro Area; Georgia","13","6488"
"B23006_009E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","22187"
"B23006_009E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","703316"
"B23006_009E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","57578"
"B23006_009E",12460,"Bainbridge, GA Micro Area; Georgia","13","5107"
"B23006_009E",15260,"Brunswick, GA Metro Area; Georgia","13","20652"
"B23006_009E",15660,"Calhoun, GA Micro Area; Georgia","13","10850"
"B23006_009E",16340,"Cedartown, GA Micro Area; Georgia","13","8051"
"B23006_009E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","26137"
"B23006_009E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","35200"
"B23006_009E",18380,"Cordele, GA Micro Area; Georgia","13","4664"
"B23006_009E",18460,"Cornelia, GA Micro Area; Georgia","13","7527"
"B23006_009E",19140,"Dalton, GA Metro Area; Georgia","13","23862"
"B23006_009E",20060,"Douglas, GA Micro Area; Georgia","13","10616"
"B23006_009E",20140,"Dublin, GA Micro Area; Georgia","13","12794"
"B23006_009E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","447"
"B23006_009E",22340,"Fitzgerald, GA Micro Area; Georgia","13","5144"
"B23006_009E",22980,"Fort Valley, GA Micro Area; Georgia","13","4487"
"B23006_009E",23580,"Gainesville, GA Metro Area; Georgia","13","28633"
"B23006_009E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","13176"
"B23006_009E",27700,"Jesup, GA Micro Area; Georgia","13","6568"
"B23006_009E",29300,"LaGrange, GA Micro Area; Georgia","13","11738"
"B23006_009E",31420,"Macon, GA Metro Area; Georgia","13","40926"
"B23006_009E",33300,"Milledgeville, GA Micro Area; Georgia","13","10993"
"B23006_009E",34220,"Moultrie, GA Micro Area; Georgia","13","8413"
"B23006_009E",40660,"Rome, GA Metro Area; Georgia","13","15232"
"B23006_009E",41220,"St. Marys, GA Micro Area; Georgia","13","7743"
"B23006_009E",42340,"Savannah, GA Metro Area; Georgia","13","54238"
"B23006_009E",44340,"Statesboro, GA Micro Area; Georgia","13","9014"
"B23006_009E",44900,"Summerville, GA Micro Area; Georgia","13","5344"
"B23006_009E",45580,"Thomaston, GA Micro Area; Georgia","13","5444"
"B23006_009E",45620,"Thomasville, GA Micro Area; Georgia","13","8436"
"B23006_009E",45700,"Tifton, GA Micro Area; Georgia","13","5929"
"B23006_009E",45740,"Toccoa, GA Micro Area; Georgia","13","5568"
"B23006_009E",46660,"Valdosta, GA Metro Area; Georgia","13","21299"
"B23006_009E",47080,"Vidalia, GA Micro Area; Georgia","13","7751"
"B23006_009E",47580,"Warner Robins, GA Metro Area; Georgia","13","19842"
"B23006_009E",48180,"Waycross, GA Micro Area; Georgia","13","11950"
"B23006_010E",10500,"Albany, GA Metro Area; Georgia","13","17799"
"B23006_010E",11140,"Americus, GA Micro Area; Georgia","13","4721"
"B23006_010E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","16259"
"B23006_010E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","538970"
"B23006_010E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","41935"
"B23006_010E",12460,"Bainbridge, GA Micro Area; Georgia","13","3454"
"B23006_010E",15260,"Brunswick, GA Metro Area; Georgia","13","14981"
"B23006_010E",15660,"Calhoun, GA Micro Area; Georgia","13","8516"
"B23006_010E",16340,"Cedartown, GA Micro Area; Georgia","13","5738"
"B23006_010E",16860,"Chattanooga, TN-GA Metro Area (part); Georgia","13","19201"
"B23006_010E",17980,"Columbus, GA-AL Metro Area (part); Georgia","13","24733"
"B23006_010E",18380,"Cordele, GA Micro Area; Georgia","13","3236"
"B23006_010E",18460,"Cornelia, GA Micro Area; Georgia","13","4911"
"B23006_010E",19140,"Dalton, GA Metro Area; Georgia","13","18426"
"B23006_010E",20060,"Douglas, GA Micro Area; Georgia","13","7074"
"B23006_010E",20140,"Dublin, GA Micro Area; Georgia","13","8297"
"B23006_010E",21640,"Eufaula, AL-GA Micro Area (part); Georgia","13","278"
"B23006_010E",22340,"Fitzgerald, GA Micro Area; Georgia","13","3527"
"B23006_010E",22980,"Fort Valley, GA Micro Area; Georgia","13","3199"
"B23006_010E",23580,"Gainesville, GA Metro Area; Georgia","13","21239"
"B23006_010E",25980,"Hinesville-Fort Stewart, GA Metro Area; Georgia","13","9991"
"B23006_010E",27700,"Jesup, GA Micro Area; Georgia","13","4201"
"B23006_010E",29300,"LaGrange, GA Micro Area; Georgia","13","8937"
"B23006_010E",31420,"Macon, GA Metro Area; Georgia","13","27895"
"B23006_010E",33300,"Milledgeville, GA Micro Area; Georgia","13","6416"
"B23006_010E",34220,"Moultrie, GA Micro Area; Georgia","13","6272"
"B23006_010E",40660,"Rome, GA Metro Area; Georgia","13","10531"
"B23006_010E",41220,"St. Marys, GA Micro Area; Georgia","13","5513"
"B23006_010E",42340,"Savannah, GA Metro Area; Georgia","13","39878"
"B23006_010E",44340,"Statesboro, GA Micro Area; Georgia","13","6561"
"B23006_010E",44900,"Summerville, GA Micro Area; Georgia","13","3118"
"B23006_010E",45580,"Thomaston, GA Micro Area; Georgia","13","4133"
"B23006_010E",45620,"Thomasville, GA Micro Area; Georgia","13","5184"
"B23006_010E",45700,"Tifton, GA Micro Area; Georgia","13","4159"
"B23006_010E",45740,"Toccoa, GA Micro Area; Georgia","13","4191"
"B23006_010E",46660,"Valdosta, GA Metro Area; Georgia","13","15776"
"B23006_010E",47080,"Vidalia, GA Micro Area; Georgia","13","5274"
"B23006_010E",47580,"Warner Robins, GA Metro Area; Georgia","13","14700"
"B23006_010E",48180,"Waycross, GA Micro Area; Georgia","13","7809"
"B23006_011E",10500,"Albany, GA Metro Area; Georgia","13","172"
"B23006_011E",11140,"Americus, GA Micro Area; Georgia","13","0"
"B23006_011E",12020,"Athens-Clarke County, GA Metro Area; Georgia","13","7"
"B23006_011E",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","13","667"
"B23006_011E",12260,"Augusta-Richmond County, GA-SC Metro Area (part); Georgia","13","799"
